2019/11/08 20:15:48.07,163.3446319543217,184,19,19,179,34,91
2019/11/08 20:15:48.12,163.03973142924875,182,19,19,178,34,90
2019/11/08 20:15:48.17,163.12022728120118,182,19,19,178,34,90
2019/11/08 20:15:48.22,163.20465522183326,187,19,19,176,33,90
2019/11/08 20:15:48.22,163.61213185614076,187,19,19,175,33,90
2019/11/08 20:15:48.36,163.7405625197616,190,19,20,174,33,90
2019/11/08 20:15:48.36,164.73780440181628,198,19,20,173,33,91
2019/11/08 20:15:48.41,164.63315144954578,205,19,20,170,33,91
2019/11/08 20:15:48.46,164.59227851755048,205,19,20,167,32,90
2019/11/08 20:15:48.51,164.47532523109052,202,19,20,166,32,89
2019/11/08 20:15:48.56,164.30821682876274,199,19,20,165,32,89
2019/11/08 20:15:48.61,164.5586688197862,198,19,20,164,32,88
2019/11/08 20:15:48.66,164.8035339558896,198,19,20,163,32,88
2019/11/08 20:15:48.72,164.69150947895054,200,19,20,160,32,87
2019/11/08 20:15:48.77,164.32323048547926,203,19,20,160,32,87
2019/11/08 20:15:48.83,164.17388789636837,202,19,20,159,32,86
2019/11/08 20:15:48.83,164.44575854786595,201,19,20,158,32,86
2019/11/08 20:15:48.95,164.45611988800275,200,19,20,158,32,85
2019/11/08 20:15:48.96,164.3932823474592,200,19,20,157,31,85
2019/11/08 20:15:49.01,164.38460854287865,199,19,20,157,31,85
2019/11/08 20:15:49.06,164.22441475984235,199,19,20,156,31,85
2019/11/08 20:15:49.12,164.0901083995167,198,19,20,156,31,84
2019/11/08 20:15:49.17,164.15016942105353,197,19,20,156,31,84
2019/11/08 20:15:49.23,164.28829849986928,195,19,20,155,31,84
2019/11/08 20:15:49.23,164.3395361311972,194,19,20,154,31,84
2019/11/08 20:15:49.36,164.23532363201147,193,19,20,152,31,83
2019/11/08 20:15:49.36,164.12373229762085,193,19,20,152,31,83
2019/11/08 20:15:49.42,163.78789824624667,192,19,20,154,31,84
2019/11/08 20:15:49.47,163.5803881016857,191,19,19,152,31,84
2019/11/08 20:15:49.52,163.86553245467547,188,19,19,156,32,85
2019/11/08 20:15:49.57,164.08451823373608,185,19,19,159,32,84
2019/11/08 20:15:49.62,164.18713966482215,186,19,19,157,31,83
2019/11/08 20:15:49.67,164.0794807869747,187,19,19,155,31,82
2019/11/08 20:15:49.73,163.99244338808978,186,19,19,153,31,82
2019/11/08 20:15:49.78,163.9299600246886,185,19,19,152,31,82
2019/11/08 20:15:49.78,164.12250737937944,184,19,19,150,31,82
2019/11/08 20:15:49.84,164.32411644458196,184,19,19,149,31,82
2019/11/08 20:15:49.95,164.45546360603436,187,19,20,149,31,81
2019/11/08 20:15:49.95,164.30611623140788,188,19,20,150,31,81
2019/11/08 20:15:50.01,163.27612062604638,188,19,20,149,31,80
2019/11/08 20:15:50.06,163.38414598709244,184,19,19,148,31,80
2019/11/08 20:15:50.13,163.4833835170896,182,19,20,148,31,80
2019/11/08 20:15:50.18,163.3848440930186,181,19,19,147,31,80
2019/11/08 20:15:50.19,163.3864864927671,181,19,19,147,31,80
2019/11/08 20:15:50.23,163.34736894626707,181,19,19,147,31,79
2019/11/08 20:15:50.35,163.13922842748363,181,19,19,146,31,79
2019/11/08 20:15:50.35,163.08114636470893,180,19,19,146,31,79
2019/11/08 20:15:50.41,163.68820982364804,179,19,19,146,31,80
2019/11/08 20:15:50.47,163.61367814662444,178,19,19,147,31,80
2019/11/08 20:15:50.52,163.87934737087014,178,19,19,148,31,80
2019/11/08 20:15:50.57,163.9155513705851,177,19,19,148,31,80
2019/11/08 20:15:50.63,163.97981512930713,177,19,19,148,31,79
2019/11/08 20:15:50.63,163.70697401675366,177,19,19,147,31,79
2019/11/08 20:15:50.76,163.68392133790692,176,19,19,147,31,79
2019/11/08 20:15:50.76,163.71956825764028,175,19,19,146,31,79
2019/11/08 20:15:50.83,163.8489643211286,175,19,19,146,31,79
2019/11/08 20:15:50.83,164.1666634404826,175,19,19,146,31,79
2019/11/08 20:15:50.95,164.21225990250733,176,19,19,145,31,79
2019/11/08 20:15:50.95,164.04113492451302,177,19,19,145,31,78
2019/11/08 20:15:51.00,163.9004681427284,177,19,19,145,31,78
2019/11/08 20:15:51.05,163.67053334152172,176,19,19,146,31,78
2019/11/08 20:15:51.11,163.75278038322804,174,19,19,146,31,78
2019/11/08 20:15:51.16,163.52088487223332,174,19,19,146,31,79
2019/11/08 20:15:51.23,163.49019277681688,173,19,19,145,31,79
2019/11/08 20:15:51.28,163.38041233247057,173,19,19,144,31,79
2019/11/08 20:15:51.33,163.31398865778004,174,19,19,146,31,82
2019/11/08 20:15:51.39,163.2235156982522,175,19,19,148,31,83
2019/11/08 20:15:51.39,163.21108765867623,174,19,19,147,31,84
2019/11/08 20:15:51.44,163.530815877462,173,19,19,147,31,84
2019/11/08 20:15:51.55,163.5439219200758,173,19,19,147,31,84
2019/11/08 20:15:51.55,163.80851326120427,173,19,19,146,31,84
2019/11/08 20:15:51.61,164.15285570777164,172,19,19,145,31,84
2019/11/08 20:15:51.68,164.2971778429433,173,19,19,143,31,83
2019/11/08 20:15:51.75,164.2927007108588,176,19,19,142,31,81
2019/11/08 20:15:51.75,164.14053760202916,176,19,19,141,30,81
2019/11/08 20:15:51.80,164.05969968817138,174,19,19,140,30,80
2019/11/08 20:15:51.85,164.28159661051973,173,19,19,140,30,80
