38:35.9,164.8478707,475,41,20,22,22,20
38:35.9,164.8236968,475,41,20,22,22,20
38:36.0,164.8273946,476,41,20,22,22,20
38:36.0,164.8749566,475,41,20,22,22,20
38:36.1,164.8656337,475,41,20,22,22,20
38:36.1,164.8794961,475,41,20,22,22,20
38:36.2,164.8561618,476,41,20,22,22,20
38:36.2,164.8270006,475,41,20,22,22,20
38:36.2,164.811988,475,41,20,22,22,20
38:36.3,164.8022877,475,41,20,22,22,20
38:36.3,164.8190219,475,41,20,22,22,20
38:36.4,164.8129103,475,41,20,22,22,20
38:36.4,164.8091277,475,41,20,22,22,20
38:36.4,164.7980023,475,41,20,22,22,20
38:36.6,164.7919588,475,41,20,22,22,20
38:36.6,164.7607873,474,41,20,22,22,20
38:36.6,164.7530294,474,41,20,22,22,20
38:36.7,164.7921837,474,41,20,22,22,20
38:36.7,164.7711679,475,41,20,22,22,20
38:36.8,164.7536444,474,41,20,22,22,20
38:36.8,164.7713519,474,41,20,22,22,20
38:36.9,164.7555997,474,41,20,22,22,20
38:36.9,164.7385782,475,41,20,22,22,20
38:37.0,164.8190649,474,42,20,22,22,20
38:37.0,164.8379931,474,42,20,22,22,20
38:37.1,164.8393627,474,42,20,22,22,20
38:37.2,164.8116138,474,42,20,22,22,20
38:37.2,164.756421,473,42,20,21,22,20
38:37.2,164.7569153,473,42,20,21,22,20
38:37.3,164.7505144,473,42,20,21,22,20
38:37.3,164.7392057,474,42,20,21,22,20
38:37.4,164.7245424,473,42,20,21,22,20
38:37.4,164.7135796,473,42,20,21,22,20
38:37.4,164.6951803,473,42,20,21,22,20
38:37.6,164.6428646,474,42,20,21,22,20
38:37.6,164.5567588,473,42,20,21,22,20
38:37.6,164.4791998,473,43,20,21,22,20
38:37.7,164.5139039,474,45,20,21,22,20
38:37.8,164.5639424,475,47,20,21,22,20
38:37.8,164.5234477,474,47,20,21,22,20
38:37.8,164.5418904,473,47,20,21,22,20
38:37.9,164.5613699,473,47,20,21,22,20
38:37.9,164.5342114,474,47,20,21,22,20
38:38.0,164.5765409,473,46,20,21,22,20
38:38.1,164.52237,473,46,20,21,22,20
38:38.1,164.4990381,473,46,20,21,22,20
38:38.1,164.4596693,474,46,20,21,22,20
38:38.2,164.3874894,473,46,20,21,22,20
38:38.2,164.3130293,473,46,20,21,22,20
38:38.2,164.3120248,473,47,20,21,22,20
38:38.4,164.3180909,474,49,20,21,22,20
38:38.4,164.3656477,473,50,20,21,22,20
38:38.4,164.4239375,473,50,20,21,22,20
38:38.5,164.4978918,473,49,20,21,22,20
38:38.5,164.5587255,474,49,20,21,22,20
38:38.6,164.5757488,472,48,20,21,22,20
38:38.6,164.583636,472,48,20,21,22,20
38:38.6,164.5643004,472,47,20,21,22,20
38:38.8,164.5687771,473,48,20,21,22,20
38:38.8,164.5524371,472,47,20,21,22,20
38:38.8,164.6574008,472,47,20,21,22,20
38:38.9,164.6420276,472,47,20,21,22,20
38:38.9,164.6249946,473,47,20,21,22,20
38:39.0,164.6008559,472,47,20,21,22,20
38:39.0,164.6089016,472,46,20,21,22,20
38:39.0,164.5871129,472,46,20,21,21,20
38:39.2,164.6058438,473,46,20,21,22,20
38:39.2,164.596029,472,46,20,21,22,20
38:39.2,164.6466175,471,46,20,21,22,20
38:39.3,164.609797,471,46,20,21,22,20
38:39.3,164.6029532,473,46,20,21,22,20
38:39.4,164.5555112,471,46,20,21,22,20
38:39.4,164.5764999,471,46,20,21,21,20
38:39.5,164.7020804,471,46,20,21,21,20
38:39.6,164.7460347,473,46,20,21,22,20
38:39.6,164.7390614,471,46,20,21,21,20
38:39.6,164.7624547,471,46,20,21,22,20
38:39.7,164.7625755,471,45,20,21,22,20
38:39.7,164.8421895,472,45,20,21,22,20
38:39.8,164.7580831,471,45,20,21,21,20
38:39.8,164.8466986,471,45,20,21,22,20
38:39.8,164.9183462,471,44,20,21,21,20
38:40.3,164.9864804,472,44,20,21,22,20
38:40.3,164.9053148,471,43,20,21,22,20
38:40.3,164.9115418,471,42,20,21,22,20
38:40.3,164.883676,471,42,20,21,22,20
38:40.3,164.8905522,472,42,20,21,22,20
38:40.3,164.9209299,470,42,20,21,22,20
38:40.3,164.9526062,470,42,20,21,22,20
38:40.3,164.9889233,471,42,20,21,22,20
38:40.4,165.0290377,472,41,20,22,22,20
38:40.4,165.0101601,471,39,20,22,22,20
38:40.4,165.0810575,471,39,20,22,22,20
38:40.5,165.0119582,471,38,20,22,22,20
38:40.5,165.0275927,472,38,20,22,22,20
38:40.6,165.1249257,470,38,20,22,22,20
38:40.6,165.0869392,470,38,20,22,22,20
38:40.7,165.0788443,470,38,20,22,22,20
38:40.7,165.1359339,472,38,20,22,22,20
38:40.8,165.1294703,470,38,20,22,22,20
38:40.8,165.0899169,470,38,20,22,22,20
38:40.8,165.1167494,469,38,20,22,22,20
38:41.0,165.1334637,471,38,20,22,22,20
38:41.0,165.1537166,469,38,20,22,22,20
38:41.0,165.1735499,469,38,20,22,22,20
38:41.1,165.1657825,469,37,20,22,22,20
38:41.2,165.1496582,471,37,20,22,22,20
38:41.2,165.1041646,469,37,20,22,22,20
38:41.2,165.0722914,469,37,20,22,22,20
38:41.3,164.9872668,468,38,20,22,22,20
38:41.3,164.967288,470,39,20,22,22,20
38:41.4,164.8048358,469,40,20,22,22,20
38:41.4,164.6109249,469,42,20,21,22,20
38:41.4,164.6954891,469,45,20,21,22,20
38:41.6,164.7264971,472,46,20,21,22,20
38:41.6,164.7074267,469,45,20,21,22,20
38:41.6,164.628679,469,45,20,21,21,20
38:41.6,164.5995095,470,45,20,21,21,20
38:41.8,164.6197968,472,45,20,21,22,20
38:41.8,164.7848056,469,45,20,21,21,20
38:41.8,164.9788826,469,45,20,21,21,20
38:41.9,165.2115884,469,45,20,21,21,20
38:41.9,165.3169355,471,43,20,21,22,20
38:42.0,165.3096428,468,40,20,22,22,20
38:42.0,165.1884815,467,38,20,22,22,20
38:42.0,164.9944899,467,37,20,23,22,20
38:42.2,164.5989601,469,37,20,23,22,21
38:42.2,164.0598628,469,34,20,25,22,21
38:42.2,163.3692107,468,32,20,29,22,21
38:42.3,162.5841409,466,29,20,36,22,21
38:42.3,161.6988819,466,27,20,51,22,21
38:42.4,160.9427469,461,26,20,87,22,21
38:42.5,160.1433977,455,24,20,123,23,21
38:42.5,159.1890444,450,24,20,152,23,22
38:42.5,158.0238723,447,23,20,182,23,22
38:42.6,156.3390119,439,22,20,214,23,22
38:42.6,154.5724676,428,22,20,249,23,22
38:42.7,152.4801977,417,22,20,284,23,22
38:42.7,150.2065424,403,21,20,320,24,22
38:42.8,147.9960416,379,21,20,353,25,22
38:42.8,145.8685911,358,21,20,377,27,22
38:42.8,143.7395625,334,21,20,400,29,22
38:43.0,141.5835622,314,21,20,418,32,22
38:43.0,139.0962782,294,20,20,435,37,22
38:43.0,136.545472,280,20,20,455,50,22
38:43.1,133.8016308,270,20,20,467,87,22
38:43.1,130.9054756,260,20,20,479,133,22
38:43.2,128.0545468,251,20,20,489,171,22
38:43.3,125.2355362,244,20,20,499,206,21
38:43.3,122.5305935,237,20,20,505,236,22
38:43.4,119.4554464,233,20,20,512,266,21
38:43.4,116.0963492,227,20,20,518,291,21
38:43.4,113.4444789,224,20,20,526,310,21
38:43.5,110.986242,220,20,20,530,328,21
38:43.5,108.5961281,221,20,20,536,341,21
38:43.6,106.0517092,218,20,20,537,353,21
38:43.7,103.3353118,215,20,20,541,361,21
38:43.7,100.7143899,214,20,20,545,368,21
38:43.8,98.07143682,215,20,20,550,377,21
38:43.8,95.26068802,211,20,20,548,385,21
38:43.8,92.40197926,209,20,20,549,391,21
38:43.9,89.48946116,207,20,20,552,395,21
38:43.9,86.83527401,208,20,20,558,401,21
38:44.0,84.45007259,202,20,20,559,403,21
38:44.0,82.09665545,200,20,20,559,406,21
38:44.0,79.45918187,198,20,20,560,410,21
38:44.2,76.5981446,198,20,20,564,414,21
38:44.2,73.70421699,194,19,20,564,417,21
38:44.2,70.36291622,191,19,20,568,421,21
38:44.3,66.24264555,188,19,20,571,424,21
38:44.3,60.77815576,189,20,19,576,430,21
38:44.4,54.36724597,184,19,19,577,435,21
38:44.6,35.79091251,175,19,19,595,449,21
38:44.6,34.5616637,171,19,19,595,452,22
38:44.6,32.96886756,167,19,19,595,454,22
38:44.7,33.29011264,161,19,19,593,454,22
38:44.7,33.81370489,156,19,19,593,454,22
38:44.8,33.83850246,151,19,19,590,452,22
38:44.8,34.25933918,147,19,19,589,451,22
38:44.8,34.73016313,145,19,19,588,450,22
38:45.0,35.27127661,144,19,19,590,451,22
38:45.0,37.16623859,141,19,19,587,448,22
38:45.0,37.77562502,140,19,19,586,447,22
38:45.1,39.09818532,139,19,19,585,446,22
38:45.1,37.93699811,140,19,19,586,446,22
